Respondent_Serial,ID,ReturnCode,IDType,USHOU1,MRK_SMPGRP,MRK_SMPSRC,IISPanelistID,DP_INCOME,DP_GENAGE,DP_EDUCATION_BAN,DP_HISPANIC_BAN,DP_USHHI2_der,usedu3_der,usmar2_der,EMP01_der,USRACE4_der,USRETH3_der,HADD_ZipCode_US,HCAL_REGION1_US,HCAL_REGION1_Label_abbreviation_US,HCAL_REGION1_Label_US,HCAL_Region3_US,HCAL_Region3_Label_US,HCAL_Region2_US,HCAL_Region2_Label_US,HCAL_AGGLO_CODE_US,HCAL_AGGLO_CODE_Label_US,HCAL_MktSize_US,HCAL_MktSize_Label_US,HCAL_STDMKTSIZE_US,HCAL_STDMKTSIZE_Label_US,HCAL_STDREGION_4CODES_US,HCAL_STDREGION_4CODES_Label_US,HCAL_STDREGION_US,HCAL_STDREGION_Label_US,TimeZone_US,Time_Zone_Label_US,NielsenCountySizeCode_US,QMktSize_1_1,QMktSize_2_1,QMktSize_3_1,QMktSize_4_1,QMktSize_5_1,QMktSize_6_1,QMktSize_7_1,QMktSize_8_1,QMktSize_9_1,QMktSize_10_1,QMktSize_11_1,QMktSize_12_1,QMktSize_13_1,QMktSize_14_1,QMktSize_15_1,QMktSize_16_1,QMktSize_17_1,QMktSize_18_1,QMktSize_19_1,QMktSize_20_1,QMktSize_21_1,QMktSize_22_1,QMktSize_23_1,QMktSize_24_1,QMktSize_25_1,QMktSize_26_1,QMktSize_27_1,QMktSize_28_1,QMktSize_29_1,QMktSize_30_1,QMktSize_31_1,QMktSize_32_1,QMktSize_33_1,QMktSize_34_1,QMktSize_35_1,QMktSize_36_1,QMktSize_37_1,QMktSize_38_1,QMktSize_39_1,QMktSize_40_1,QMktSize_41_1,QMktSize_42_1,QMktSize_43_1,QMktSize_44_1,QMktSize_45_1,QMktSize_46_1,QMktSize_47_1,QMktSize_48_1,QMktSize_49_1,QMktSize_50_1,QMktSize_51_1,QMktSize_52_1,QMktSize_53_1,QMktSize_54_1,QMktSize_55_1,QMktSize_56_1,QMktSize_57_1,QMktSize_58_1,QMktSize_59_1,QMktSize_60_1,QMktSize_61_1,QMktSize_62_1,QMktSize_63_1,QMktSize_64_1,QMktSize_65_1,QMktSize_66_1,QMktSize_67_1,QMktSize_68_1,QMktSize_69_1,QMktSize_70_1,QMktSize_71_1,QMktSize_72_1,QMktSize_73_1,QMktSize_74_1,QMktSize_75_1,QMktSize_76_1,QMktSize_77_1,QMktSize_78_1,QMktSize_79_1,QMktSize_80_1,QMktSize_81_1,QMktSize_82_1,QMktSize_83_1,QMktSize_84_1,QMktSize_85_1,QMktSize_86_1,QMktSize_87_1,QMktSize_88_1,QMktSize_89_1,QMktSize_90_1,QMktSize_91_1,QMktSize_92_1,QMktSize_93_1,QMktSize_94_1,QMktSize_95_1,QMktSize_96_1,QMktSize_97_1,QMktSize_98_1,QMktSize_99_1,ZIP_3DIGIT,ZIP_5DIGIT,State_Recoded,USHHI2,DMA,DP_ETHNICITY_BAN,Weightvar,resp_gender,resp_age,resp_age_long,REGION4,US09KID,US09KAB01,US09KAB02,US09KAB03,US09KAB04,US09KAB05,US09KAB06,US09KAB07,US09KAB08,US09KAB09,US09KAB10,US09KAB11,US09KAB12,US09KAB13,US09KAB14,US09KAB15,US09KAB16,US09KAB17,US09KAB18,US09KAB19,US09KAG01,US09KAG02,US09KAG03,US09KAG04,US09KAG05,US09KAG06,US09KAG07,US09KAG08,US09KAG09,US09KAG10,US09KAG11,US09KAG12,US09KAG13,US09KAG14,US09KAG15,US09KAG16,US09KAG17,US09KAG18,US09KAG19,USMAR2,STATE,US09KAB_AG_merged01,US09KAB_AG_merged02,US09KAB_AG_merged03,US09KAB_AG_merged04,US09KAB_AG_merged05,US09KAB_AG_merged06,US09KAB_AG_merged07,US09KAB_AG_merged08,US09KAB_AG_merged09,US09KAB_AG_merged10,US09KAB_AG_merged11,US09KAB_AG_merged12,US09KAB_AG_merged13,US09KAB_AG_merged14,US09KAB_AG_merged15,US09KAB_AG_merged16,US09KAB_AG_merged17,US09KAB_AG_merged18,US09KAB_AG_merged19,Age_pres,GENAGE_der,MRK_STATUS_DYN,MRK_START_TIME_DYN,MRK_END_TIME_DYN,MRK_DIFF_TIME_DYN,QUOTA_DYN,QUOTA_CAN_GENDER_DYN,QUOTA_CAN_AGERANGE_DYN,QUOTA_CAN_REGION_DYN,QUOTA_ROT_DYN1,QUOTA_ROT_DYN2,DYN101,DYN102,DYN103,DYN104,DYN105,DYN106,DYN107,DYN108,DYN109,DYN110,DYN111,DYN112,DYN113,GRID_DYN2_1_DYN2,GRID_DYN2_2_DYN2,GRID_DYN2_3_DYN2,GRID_DYN2_4_DYN2,GRID_DYN2_5_DYN2,GRID_DYN2_6_DYN2,GRID_DYN2_7_DYN2,GRID_DYN2_8_DYN2,GRID_DYN2_9_DYN2,GRID_DYN2_10_DYN2,GRID_DYN2_11_DYN2,GRID_DYN2_12_DYN2,SPLIT_ORDER_DYN2_1_DYN2_ORDER,SPLIT_ORDER_DYN2_2_DYN2_ORDER,SPLIT_ORDER_DYN2_3_DYN2_ORDER,SPLIT_ORDER_DYN2_4_DYN2_ORDER,SPLIT_ORDER_DYN2_5_DYN2_ORDER,SPLIT_ORDER_DYN2_6_DYN2_ORDER,SPLIT_ORDER_DYN2_7_DYN2_ORDER,SPLIT_ORDER_DYN2_8_DYN2_ORDER,SPLIT_ORDER_DYN2_9_DYN2_ORDER,SPLIT_ORDER_DYN2_10_DYN2_ORDER,SPLIT_ORDER_DYN2_11_DYN2_ORDER,SPLIT_ORDER_DYN2_12_DYN2_ORDER,DYN3,MARK_START_TIME_DYN,MARK_END_TIME_DYN,MARK_DIFF_TIME_DYN,Section_Version_DYN,Wavemarker,RACE_wgt,CurrentMonth,CurrentYear,KIDS01,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,COUNTRY10,INDHH1001,INDHH1002,INDHH1003,INDHH1004,INDHH1005,INDHH1006,INDHH1007,INDHH1008,INDHH1009,INDHH1010,INDHH1011,INDHH1012,INDHH1013,INDHH1014,INDHH1015,INDHH1016,INDHH1017,INDHH1018,INDHH1019,INDHH1020,INDHH1021,INDHH1022,INDHH1023,INDHH1024,INDHH1025,INDHH1026,INDHH1027,INDHH1028,INDHH1029,INDHH1030,INDHH1031,INDHH1032,INDHH1033,INDHH1034,INDHH1035,INDHH1036,USEDU3,USRETH3,PGS01,EMP01,DKIDS01_1_DKIDS01_Gender,DKIDS01_2_DKIDS01_Gender,DKIDS01_3_DKIDS01_Gender,DKIDS01_4_DKIDS01_Gender,DKIDS01_5_DKIDS01_Gender,DKIDS01_6_DKIDS01_Gender,DKIDS01_7_DKIDS01_Gender,DKIDS01_8_DKIDS01_Gender,DKIDS01_9_DKIDS01_Gender,DKIDS01_10_DKIDS01_Gender,DKIDS01_11_DKIDS01_Gender,DKIDS01_12_DKIDS01_Gender,DKIDS01_1_DKIDS01_YoB,DKIDS01_2_DKIDS01_YoB,DKIDS01_3_DKIDS01_YoB,DKIDS01_4_DKIDS01_YoB,DKIDS01_5_DKIDS01_YoB,DKIDS01_6_DKIDS01_YoB,DKIDS01_7_DKIDS01_YoB,DKIDS01_8_DKIDS01_YoB,DKIDS01_9_DKIDS01_YoB,DKIDS01_10_DKIDS01_YoB,DKIDS01_11_DKIDS01_YoB,DKIDS01_12_DKIDS01_YoB,DKIDS01_1_DKIDS01_MoB,DKIDS01_2_DKIDS01_MoB,DKIDS01_3_DKIDS01_MoB,DKIDS01_4_DKIDS01_MoB,DKIDS01_5_DKIDS01_MoB,DKIDS01_6_DKIDS01_MoB,DKIDS01_7_DKIDS01_MoB,DKIDS01_8_DKIDS01_MoB,DKIDS01_9_DKIDS01_MoB,DKIDS01_10_DKIDS01_MoB,DKIDS01_11_DKIDS01_MoB,DKIDS01_12_DKIDS01_MoB,DKIDS01_1_DKIDS01_Rel,DKIDS01_2_DKIDS01_Rel,DKIDS01_3_DKIDS01_Rel,DKIDS01_4_DKIDS01_Rel,DKIDS01_5_DKIDS01_Rel,DKIDS01_6_DKIDS01_Rel,DKIDS01_7_DKIDS01_Rel,DKIDS01_8_DKIDS01_Rel,DKIDS01_9_DKIDS01_Rel,DKIDS01_10_DKIDS01_Rel,DKIDS01_11_DKIDS01_Rel,DKIDS01_12_DKIDS01_Rel
4004,1002638572,9,1,1,1,2,,3,2,7,2,7,7,3,8,1,2,33624,12,10,Florida,12057,HILLSBOROUGH,539,"Tampa-St.Petersburg (Sarasota), FL",45300,"Tampa-St. Petersburg-Clearwater, FL",6,"2,500,000-4,999,999",2,1M-4.9M,3,South,5,South Atlantic,5,Eastern (GMT -05:00),1,,,,,,,539,,,,,,,,,,,,,,,,33624,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,33624,10,15,539,1,0.715769702332717,1,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,,,,1,,,,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,3,3,6,6,6,3,2,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,2,1,13703657162,13703657292,130,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,1148618021,9,1,1,1,2,,4,1,7,2,8,7,3,1,1,2,20068,11,9,District of Columbia,11001,DISTRICT OF COLUMBIA,511,"Washington, DC (Hagerstown, MD)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,"5,000,000 +",3,5M+,3,South,5,South Atlantic,5,Eastern (GMT -05:00),1,,,,,,,511,,,,,,,,,,,,,,,,20068,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,20068,9,18,511,1,0.6774088262289009,1,31,31,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,,,,1,,,,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,5,13703656937,13703657148,211,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,1,1,1.0,2.0,,,,,,,,,,,2005.0,2011.0,,,,,,,,,,,2.0,8.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
4013,1130361331,9,1,3,1,2,,2,6,5,2,5,5,5,8,2,2,23223,51,47,Virginia,51760,RICHMOND CITY,556,"Richmond-Petersburg, VA",40060,"Richmond, VA",5,"1,000,000-2,499,999",2,1M-4.9M,3,South,5,South Atlantic,5,Eastern (GMT -05:00),2,,,,,,,556,,,,,,,,,,,,,,,,23223,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,23223,47,7,556,2,2.042054304438091,2,55,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,4,4,6,6,6,6,3,3,3,3,3,4,2,2,1,1,1,1,2,1,2,2,2,1,1,13703656584,13703656685,101,3,0,2,1,2017,0,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,1148132190,9,1,5,1,2,,1,2,3,2,1,3,1,8,1,2,41203,21,18,Kentucky,21159,MARTIN,564,"Charleston-Huntington, WV",99921,Unassigned area in KY,9,Non CBSA,4,Non metro,3,South,6,East South Central,5,Eastern (GMT -05:00),4,,,,,,,564,,,,,,,,,,,,,,,,41203,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,41203,18,1,564,1,0.7497500772387176,1,39,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,,,,1,,,,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,4,3,4,5,3,2,2,2,2,2,1,4,1,2,1,1,2,1,1,2,2,1,2,2,9,13703656668,13703656846,178,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,1134990041,9,1,1,1,2,,5,1,7,2,9,7,3,1,1,2,10033,36,33,New York,36061,NEW YORK,501,"New York, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",7,"5,000,000 +",3,5M+,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),1,,,,,,,501,,,,,,,,,,,,,,,,10033,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10033,33,19,501,1,1.060068326882218,1,27,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,,1,,,,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,2,2,2,2,1,2,1,1,1,2,13703657076,13703657194,118,3,0,1,1,2017,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,1.0,,,,,,,,,,,,2009.0,,,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,
4045,1035652529,9,1,1,1,2,,2,6,4,2,5,4,3,4,1,2,44124,39,36,Ohio,39035,CUYAHOGA,510,"Cleveland-Akron (Canton), OH",17460,"Cleveland-Elyria, OH",5,"1,000,000-2,499,999",2,1M-4.9M,2,Midwest,3,East North Central,5,Eastern (GMT -05:00),1,,,,,,,510,,,,,,,,,,,,,,,,44124,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,44124,36,7,510,1,0.6644833219832788,2,81,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,6,5,6,5,6,6,3,3,3,3,2,3,2,1,2,1,2,2,1,2,1,2,1,1,7,13703656791,13703656922,131,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,1108855075,9,1,3,1,2,,2,2,3,2,4,3,5,1,1,2,75402,48,44,Texas,48231,HUNT,623,"Dallas-Ft. Worth, TX",19100,"Dallas-Fort Worth-Arlington, TX",7,"5,000,000 +",3,5M+,3,South,7,West South Central,6,Central (GMT -06:00),1,,,,,,,623,,,,,,,,,,,,,,,,75402,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,75402,44,6,623,1,0.702575915693963,1,54,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,,,,1,,,,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,4,4,5,4,3,1,4,4,5,4,1,1,1,2,2,2,1,2,1,2,1,2,7,13703656798,13703656902,104,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,1018073538,9,1,1,1,1,1018073538,3,6,3,2,7,3,3,4,1,2,92804,6,5,California,06059,ORANGE,803,"Los Angeles, CA",31080,"Los Angeles-Long Beach-Anaheim, CA",7,"5,000,000 +",3,5M+,4,West,9,Pacific,8,Pacific (GMT -08:00),1,,,,,,,803,,,,,,,,,,,,,,,,92804,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,92804,5,12,803,1,0.8435223658654736,2,83,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,4,6,6,6,6,6,2,6,3,2,6,2,1,2,2,1,1,2,2,2,1,1,1,6,13703656959,13703657065,106,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,1148083319,9,1,1,1,1,1148083319,5,1,6,2,9,6,3,1,1,2,11590,36,33,New York,36059,NASSAU,501,"New York, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",7,"5,000,000 +",3,5M+,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),1,,,,,,,501,,,,,,,,,,,,,,,,11590,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,11590,33,20,501,1,1.060068326882218,1,32,32,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,,,,1,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,3,2,3,2,2,1,2,2,2,2,1,1,1,2,1,1,6,13703657019,13703657070,51,3,0,1,1,2017,3,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,1,2.0,1.0,1.0,,,,,,,,,,2015.0,2010.0,2001.0,,,,,,,,,,6.0,7.0,8.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
4055,1083920867,9,1,3,1,2,,4,6,6,2,8,6,5,1,1,2,76051,48,44,Texas,48439,TARRANT,623,"Dallas-Ft. Worth, TX",19100,"Dallas-Fort Worth-Arlington, TX",7,"5,000,000 +",3,5M+,3,South,7,West South Central,6,Central (GMT -06:00),1,,,,,,,623,,,,,,,,,,,,,,,,76051,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,76051,44,18,623,1,0.6717153068514594,2,56,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,5,5,4,2,2,3,3,3,3,2,1,2,2,2,1,1,2,1,2,1,1,7,13703656839,13703656931,92,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,C1461735622,9,1,2,1,3,,4,1,7,2,8,7,3,1,1,2,90012,6,5,California,06037,LOS ANGELES,803,"Los Angeles, CA",31080,"Los Angeles-Long Beach-Anaheim, CA",7,"5,000,000 +",3,5M+,4,West,9,Pacific,8,Pacific (GMT -08:00),1,,,,,,,803,,,,,,,,,,,,,,,,90012,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,90012,5,16,803,1,0.8351615926691468,1,29,29,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,,,,1,,,,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,13703656897,13703656947,50,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,1,2.0,2.0,,,,,,,,,,,2009.0,2005.0,,,,,,,,,,,3.0,8.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
4065,C1461736418,9,1,1,1,3,,4,1,3,2,8,3,5,1,1,2,14220,36,33,New York,36029,ERIE,514,"Buffalo, NY",15380,"Buffalo-Cheektowaga-Niagara Falls, NY",5,"1,000,000-2,499,999",2,1M-4.9M,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),2,,,,,,,514,,,,,,,,,,,,,,,,14220,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,14220,33,16,514,1,0.636647096599238,1,32,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,,,,1,,,,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,4,4,4,5,4,3,2,3,2,2,3,3,2,1,1,2,2,1,2,1,1,2,1,2,7,13703656982,13703657422,440,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,1139023784,9,1,1,1,2,,3,1,7,1,7,7,1,1,1,1,33018,12,10,Florida,12086,MIAMI-DADE,528,"Miami-Ft. Lauderdale, FL",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",7,"5,000,000 +",3,5M+,3,South,5,South Atlantic,5,Eastern (GMT -05:00),1,,,,,,,528,,,,,,,,,,,,,,,,33018,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,33018,10,11,528,1,1.9135795340414166,1,27,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,,,,1,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,3,6,2,2,2,3,2,2,4,3,2,1,2,2,2,1,1,2,1,2,1,1,4,13703656891,13703657098,207,3,0,5,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,1147033380,9,1,1,1,2,,5,1,7,2,9,7,3,2,1,2,14564,36,33,New York,36069,ONTARIO,538,"Rochester, NY",40380,"Rochester, NY",5,"1,000,000-2,499,999",2,1M-4.9M,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),2,,,,,,,538,,,,,,,,,,,,,,,,14564,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,14564,33,19,538,1,1.060068326882218,1,31,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,,,,1,,,,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,2,2,2,1,1,1,2,1,5,13703657578,13703658961,1383,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
